Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20001214X42059,Accident,MKC83FA059,1983-01-29,"KANSAS CITY, KS",United States,,,MKC,KANSAS CITY DOWNTOWN,Non-Fatal,Substantial,,N57222,Rockwell,500-S,No,2,Reciprocating,,,Ferry,,0,0,0,1,VMC,Approach,Probable Cause,
20001214X42057,Accident,MIA83LA069,1983-01-29,"RIVERVIEW, FL",United States,,,,,Non-Fatal,Substantial,,N74822,Bell,47G2,No,1,Reciprocating,,,Personal,,0,0,1,1,VMC,Maneuvering,Probable Cause,
20001214X42056,Accident,MIA83LA068,1983-01-29,"PALMETTO, FL",United States,,,,MANATEE,Non-Fatal,Substantial,,N8923J,Piper,PA-28-180,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,
20001214X42049,Accident,MIA83FA065,1983-01-29,"TALLAHASSEE, FL",United States,,,,,Fatal(1),Substantial,,N5459G,Mbb,SCORPION TOO,Yes,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001214X41989,Accident,FTW83FA101,1983-01-29,"ROANOKE, TX",United States,,,,,Non-Fatal,Substantial,,N5604Q,Mooney,M20E,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,
20001214X41965,Accident,CHI83LA096,1983-01-29,"BAINBRIDGE, OH",United States,,,917,VALLEY VISTA,Non-Fatal,Substantial,,N1598U,Cessna,172M,No,1,Reciprocating,,,Personal,,0,0,2,2,VMC,Takeoff,Probable Cause,
20001214X41964,Accident,CHI83LA095,1983-01-29,"RICHVIEW, IL",United States,,,,,Non-Fatal,Substantial,,N2377V,Cessna,140,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,
20001214X42075,Accident,NYC83FA061,1983-01-30,"ALTON, ME",United States,,,,PRIVATE STRIP,Fatal(1),Destroyed,,N95176,Taylorcraft,BC12-D,No,1,Reciprocating,,,Personal,,1,1,0,0,VMC,Takeoff,Probable Cause,
20001214X42050,Accident,MIA83FA066,1983-01-30,"ARCHER, FL",United States,,,0J8,FLYING TEN,Non-Fatal,Destroyed,,N1LG,Bellanca,17-31A,No,1,Reciprocating,,,Personal,,0,4,0,0,VMC,Takeoff,Probable Cause,
20001214X42100,Accident,SEA83LA048,1983-01-30,"MESA, WA",United States,,,5WA1,DORMAN FIELD,Non-Fatal,Substantial,,N66762,Cessna,150M,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42099,Accident,SEA83LA047,1983-01-30,"PAYETTE, ID",United States,,,S75,PAYETTE,Non-Fatal,Substantial,,N1415Y,Cessna,172,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42085,Accident,NYC83LA058,1983-01-30,"BRIDGEPORT, CT",United States,,,BDR,BRIDGEPORT,Non-Fatal,Substantial,,N62264,Cessna,172P,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42070,Accident,MKC83LA062,1983-01-30,"SEDAN, KS",United States,,,61K,SEDAN CITY,Non-Fatal,Substantial,,N47526,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42055,Accident,MIA83LA067,1983-01-30,"TAMPA, FL",United States,,,X16,TAMPA-VANDENBERG,Non-Fatal,Substantial,,N679JB,Pace,THORP-T-18,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42039,Accident,LAX83LA086,1983-01-30,"LAKE WOHLFORD, CA",United States,,,L68,LAKE WOHLFORD,Non-Fatal,Substantial,,N517OK,Cessna,172N,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Takeoff,Probable Cause,
20001214X41982,Accident,DEN83LA055,1983-01-30,"ENGLEWOOD, CO",United States,,,APA,ARAPAHOE,Non-Fatal,Substantial,,N24924,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X41923,Accident,ATL83FA093,1983-01-30,"JOHNS ISLAND, SC",United States,,,JZI,CHARLESTON EXECUTIVE,Non-Fatal,Substantial,,N4548R,Piper,PA-28-140,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Takeoff,Probable Cause,
20001214X41915,Accident,ANC83LA039,1983-01-30,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,Substantial,,N2904M,Piper,PA-12,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X41933,Accident,ATL83LA092,1983-01-30,"BRODNAX, VA",United States,,,,,Non-Fatal,Substantial,,N2711J,Beech,65-80,No,2,Reciprocating,,,Unknown,,0,0,2,0,VMC,Landing,Probable Cause,
20001214X42061,Accident,MKC83FA061,1983-01-31,"CEDAR RAPIDS, IA",United States,,,CID,CEDAR RAPIDS MUNICIPAL,Non-Fatal,,,N9708R,Beech,M35,No,1,Reciprocating,,,Business,,0,1,0,0,VMC,Standing,Probable Cause,
20001214X42060,Accident,MKC83FA060,1983-01-31,"SALEM, MO",United States,,,K33,SALEM MEMORIAL,Fatal(1),Destroyed,,N99SJ,Piper,PA-28R-201T,No,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Climb,Probable Cause,
20001214X42101,Accident,SEA83LA053,1983-01-31,"WINTHROP, WA",United States,,,,,Non-Fatal,Substantial,,N52243,Cessna,172P,No,1,Reciprocating,,,Aerial Observation,,0,0,2,0,VMC,Landing,Probable Cause,
20001214X41934,Accident,ATL83LA094,1983-01-31,"DYERSBURG, TN",United States,,,DYR,DYERSBURG,Non-Fatal,Substantial,,N9069N,Robinson,R-22,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X41916,Accident,ANC83LA040,1983-01-31,"WHITE MOUNTAIN, AK",United States,,,,,Non-Fatal,Substantial,,N39196,Taylorcraft,BC-12-D,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Approach,Probable Cause,
20001214X42305,Accident,SEA83LA049,1983-02-01,"MEDFORD, OR",United States,,,MFR,JACKSON COUNTY,Non-Fatal,Destroyed,,N4784Q,Cessna,A188B,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001214X42102,Accident,ANC83FA042,1983-02-01,"MELOZI HOT SPGS, AK",United States,,,,,Fatal(3),Destroyed,,N8639V,Bellanca,8GCBC,No,1,Reciprocating,,,Personal,,3,0,0,0,VMC,Unknown,Probable Cause,
20001214X42151,Accident,CHI83LA098,1983-02-01,"WARSAW, IN",United States,,,ASW,WARSAW MUNI.,Non-Fatal,Substantial,,N209JA,Gulfstream,AMERICAN AA-5B,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42307,Accident,SEA83LA051,1983-02-02,"OREGON CITY, OR",United States,,,,FAIRWAYS,Non-Fatal,Substantial,,N30356,Cessna,177A,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Approach,Probable Cause,
20001214X42306,Accident,SEA83LA050,1983-02-02,"CHILOQUIN, OR",United States,,,ZS7,CHILOQUIN,Non-Fatal,Substantial,,N92353,Cessna,182N,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,
20001214X42292,Accident,NYC83LA059,1983-02-02,"WILKES-BARRE, PA",United States,,,AVP,WILKES-BARRE,Non-Fatal,Substantial,,N9900R,Beech,G18S,No,2,Reciprocating,,NSCH,Unknown,"Air Taxi, Inc.",0,0,0,1,VMC,Landing,Probable Cause,
20001214X42286,Accident,NYC83FA060,1983-02-03,"SUNBURY, PA",United States,,,,,Fatal(2),Destroyed,,N12LF,Aero Commander,680FL P,Yes,2,Reciprocating,,,Business,,2,0,0,0,VMC,Cruise,Probable Cause,
20001214X42220,Accident,LAX83FA087,1983-02-03,"FIVE POINTS, CA",United States,,,,,Non-Fatal,Destroyed,,N4262Y,Bell,47G4,No,1,Reciprocating,,UNK,Aerial Application,,0,0,1,0,VMC,Maneuvering,Probable Cause,
20001214X42114,Accident,ATL83FA095,1983-02-03,"WEYERS CAVE, VA",United States,,,SHD,SHENANDOAH VALLEY,Fatal(1),Destroyed,,N3440R,Cessna,182L,No,1,Reciprocating,,,Personal,,1,2,1,0,VMC,Takeoff,Probable Cause,
20001214X42197,Accident,FTW83LA103,1983-02-03,"LA PORTE, TX",United States,,,T41,LA PORTE,Non-Fatal,Substantial,,N4BX,Cessna,P337H,No,2,Reciprocating,,,Executive/corporate,,0,0,1,0,VMC,Unknown,Probable Cause,
20001214X42263,Accident,MIA83FKA01,1983-02-03,PATILLAS,,,,X64,PATILLAS AIRPORT,Fatal(1),Destroyed,,N1080L,Bensen,B8M,Yes,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Takeoff,Probable Cause,
20001214X42303,Accident,SEA83FA052,1983-02-04,"NEAR ASOTIN, WA",United States,,,,,Non-Fatal,Destroyed,,N51599,Maule,M-5-220C,No,1,Reciprocating,,,Business,,0,1,3,0,VMC,Cruise,Probable Cause,
20001214X42281,Incident,MKC83IA063,1983-02-04,"SALINA, KS",United States,,,SLN,SALINA MUNI.,Incident,Minor,,N709US,Mitsubishi,MU-2B-36,No,2,Turbo Prop,,,Business,,0,0,0,7,VMC,Landing,Probable Cause,
20001214X42221,Accident,LAX83FA090,1983-02-04,"INDIO, CA",United States,,,,,Fatal(2),Destroyed,,N1586W,Beech,58,No,2,Reciprocating,,,Business,,2,0,0,0,IMC,Cruise,Probable Cause,
20001214X42149,Incident,CHI83IA103,1983-02-04,"MILWAUKEE, WI",United States,,,,,Incident,Minor,,N1356P,Embraer,EMB-110,No,2,Turbo Prop,,SCHD,Unknown,Simmons Airlines,0,0,0,18,VMC,Cruise,Probable Cause,
20001214X42237,Accident,LAX83LA088,1983-02-04,"NAPA, CA",United States,,,APC,NAPA COUNTY,Non-Fatal,Substantial,,N9907M,Cessna,182P,No,1,Reciprocating,,,Personal,,0,0,1,1,VMC,Approach,Probable Cause,
20001214X42153,Accident,CHI83LA100,1983-02-04,"CHICAGO, IL",United States,,,MDW,MIDWAY,Non-Fatal,Substantial,,N40793,Piper,PA-28-180,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Taxi,Probable Cause,
20001214X42222,Accident,LAX83FA091,1983-02-05,"LAS VEGAS, NV",United States,,,,,Fatal(3),Destroyed,,N1547H,Cessna,177RG,No,1,Reciprocating,,,Personal,,3,,,,IMC,Climb,Probable Cause,
20001214X42121,Accident,ATL83LA096,1983-02-05,"GREENSBORO, NC",United States,,,GSO,GREENSBORO HIGH PT. RGNL.,Non-Fatal,Destroyed,,N3032V,Cessna,150M,No,1,Reciprocating,,,Instructional,,0,0,1,0,VMC,Cruise,Probable Cause,
20001214X42115,Accident,ATL83FA099,1983-02-05,"LASCASSAS, TN",United States,,,MBT,MURFREESBORO,Fatal(1),Destroyed,,N8366W,Piper,PA-28-180,No,1,Reciprocating,,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,
20001214X42287,Accident,NYC83FA062,1983-02-05,"NEWBURY, MA",United States,,,,,Non-Fatal,Substantial,,N6845J,Piper,PA-28-151,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,
20001214X42257,Accident,LAX83LVG08,1983-02-05,"FAIR OAKS, CA",United States,,,011,PHOENIX FIELD,Non-Fatal,Substantial,,N6694P,Piper,PA-24,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42155,Accident,CHI83LA102,1983-02-05,"KENTLAND, IN",United States,,,501,KENTLAND,Non-Fatal,Substantial,,N6016V,Aeronca,7BCM,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42152,Accident,CHI83LA099,1983-02-05,"CHESTERVILLE, OH",United States,,,,JENKINS(PRIVATE),Non-Fatal,Substantial,,N27894,Piper,J-4,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Takeoff,Probable Cause,
20001214X42304,Accident,SEA83FA054,1983-02-05,"SEATTLE, WA",United States,,,BFI,BOEING FIELD,Non-Fatal,Substantial,,N2859M,Piper,PA-34-200T,No,2,Reciprocating,,NSCH,Unknown,Airpac Airlines,0,0,0,1,VMC,Taxi,Probable Cause,
20001214X42224,Accident,LAX83FA095,1983-02-06,"GORMAN, CA",United States,,,,,Fatal(4),Destroyed,,N1244U,Cessna,T210N,No,1,Reciprocating,,,Personal,,4,0,0,0,IMC,Cruise,Probable Cause,
20001214X42223,Accident,LAX83FA092,1983-02-06,"WENDEN, AZ",United States,,,,SALOME,Fatal(1),Destroyed,,N5943J,Cessna,182P,No,1,Reciprocating,,,Personal,,1,1,1,0,VMC,Maneuvering,Probable Cause,
20001214X42191,Accident,FTW83AA104B,1983-02-06,"HOUSTON, TX",United States,,,HOU,W.P. HOBBY,Non-Fatal,Destroyed,,N222WL,Cessna,550,No,2,Turbo Fan,,,Business,,0,0,0,8,VMC,Takeoff,Probable Cause,
20001214X42105,Incident,ANC83IA041,1983-02-06,"ST. PAUL ISLAND, AK",United States,,,SNP,ST. PAUL ISLAND,Incident,Minor,,N456JA,Gates Learjet,LR24DXR,No,2,Turbo Jet,,UNK,Business,,0,0,0,3,VMC,Landing,Probable Cause,
20001214X42293,Accident,NYC83LA063,1983-02-06,"MILLBROOK, NY",United States,,,44N,SKY ACRES,Non-Fatal,Substantial,,N8570V,Bellanca,7GCAA,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42226,Accident,LAX83FA098,1983-02-06,"TUCSON, AZ",United States,,,TUC,TUCSON INTL.,Non-Fatal,Substantial,,N4687D,Beech,H35,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,
20001214X42191,Accident,FTW83AA104A,1983-02-06,"HOUSTON, TX",United States,,,HOU,W.P. HOBBY,Non-Fatal,Substantial,,N100VV,Cessna,550,No,2,Turbo Fan,,,Business,,0,0,0,8,VMC,Taxi,Probable Cause,
20001214X42154,Accident,CHI83LA101,1983-02-06,"JACKSON, MI",United States,,,JXN,JACKSON,Non-Fatal,Substantial,,N61434,Cessna,185,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,
20001214X42124,Accident,ATL83LA100,1983-02-06,"ST. JOSEPH, TN",United States,,,,CIRCLE E,Non-Fatal,Substantial,,N54244,Piper,PA-23-250,No,2,Reciprocating,,,Personal,,0,0,0,1,IMC,Landing,Probable Cause,
20001214X42123,Accident,ATL83LA098,1983-02-06,"CHARLESTON, SC",United States,,,CHS,CHARLESTON INTERNATIONAL,Non-Fatal,Substantial,,N1810M,Piper,PA-30,No,2,Reciprocating,,,Personal,,0,0,0,2,IMC,Landing,Probable Cause,
20001214X42275,Accident,MKC83FA064,1983-02-07,"VICHY, MO",United States,,,,,Non-Fatal,Destroyed,,N202JM,Cessna,310F,No,2,Reciprocating,,,Personal,,0,0,2,0,VMC,Takeoff,Probable Cause,
20001214X42174,Accident,DEN83FA056,1983-02-07,"LEADVILLE, CO",United States,,,,,Fatal(2),Destroyed,,N91774,Navion,G,No,1,Reciprocating,,,Business,,2,0,0,0,VMC,Cruise,Probable Cause,
20001214X42173,Incident,DCA83IA016,1983-02-07,"GREER, SC",United States,,,GSP,GREENVILLE-SPARTANBURG,Incident,Minor,,N421EA,Mcdonnell Douglas,DC-9-50,No,2,Turbo Fan,,SCHD,Unknown,,0,0,0,39,IMC,Go-around,Probable Cause,
20001214X42285,Accident,MKC83LA071,1983-02-07,"S. SIOUX CITY, NE",United States,,,7K8,MARTIN FIELD,Non-Fatal,Substantial,,N1911F,Cessna,150L,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42238,Accident,LAX83LA094,1983-02-07,"SO. LAKE TAHOE, CA",United States,,,TVL,SOUTH LAKE TAHOE,Non-Fatal,Substantial,,N4069R,Piper,PA-32,No,1,Reciprocating,,,Personal,,0,0,0,5,VMC,Takeoff,Probable Cause,
20001214X42199,Accident,FTW83LA106,1983-02-07,"STILLWATER, OK",United States,,,,,Non-Fatal,Substantial,,N90763,Robinson,R22,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Approach,Probable Cause,
20001214X42198,Accident,FTW83LA105,1983-02-07,"FARMINGTON, NM",United States,,,FMN,FARMINGTON MUN,Non-Fatal,Substantial,,N732KS,Cessna,T210M,No,1,Reciprocating,,,Business,,0,0,0,3,IMC,Climb,Probable Cause,
20001214X42156,Accident,CHI83LA104,1983-02-07,"NAPOLEON, MI",United States,,,3NP,NAPOLEON,Non-Fatal,Substantial,,N4357A,Piper,PA22-150,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Takeoff,Probable Cause,
20001214X42268,Accident,MIA83LA071,1983-02-08,"FT. MYERS, FL",United States,,,,,Non-Fatal,Substantial,,N9561Y,Cessna,T-210,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Maneuvering,Probable Cause,
20001214X42276,Accident,MKC83FA065,1983-02-09,"GARWIN, IA",United States,,,,,Fatal(2),Destroyed,,N6144T,Cessna,TR182,No,1,Reciprocating,,,Business,,2,0,0,0,IMC,Cruise,Probable Cause,
20001214X42192,Accident,FTW83FA108,1983-02-09,"ADDISON, TX",United States,,,ADS,ADDISON,Fatal(1),Destroyed,,N37365,Beech,A36TC,No,1,Reciprocating,,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,
20001214X42150,Incident,CHI83IA105,1983-02-09,"WILKES BARRE, PA",United States,,,,,Incident,,,N4PN,Gates Learjet,LR-25,No,2,Turbo Jet,,,Executive/corporate,,0,0,0,3,VMC,Cruise,Probable Cause,
20001214X42107,Incident,ANC83IA044,1983-02-09,"KWIGILLINGOK, AK",United States,,,AK85,KWIGILLINGOK,Incident,Minor,,N75551,Cessna,207A,No,1,Reciprocating,,SCHD,Unknown,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X42106,Incident,ANC83IA043,1983-02-09,"KIVALINA, AK",United States,,,KVL,KIVALINA,Incident,Minor,,N73100,Cessna,207A,No,1,Reciprocating,,NSCH,Unknown,,0,0,0,6,VMC,Takeoff,Probable Cause,
20001214X42239,Accident,LAX83LA097,1983-02-09,"DAVIS, CA",United States,,,2Q3,YOLO COUNTY,Non-Fatal,Substantial,,N83223,Piper,PA-44-180T,No,2,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42225,Accident,LAX83FA096,1983-02-09,"PACOIMA, CA",United States,,,WHP,WHITEMAN,Non-Fatal,Substantial,,N3605T,Aerospatiale,AS 350 ASTAR,No,1,Turbo Shaft,,,Unknown,,0,0,0,4,VMC,Cruise,Probable Cause,
20001214X42234,Accident,LAX83FUA03,1983-02-10,"IRVINE, CA",United States,,,,,Non-Fatal,Substantial,,N1375X,Bell,47G-5,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42157,Accident,CHI83LA106,1983-02-10,"VERNON, IL",United States,,,,BRAUN RLA,Non-Fatal,Substantial,,N8222W,Piper,PA-28-180,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42277,Accident,MKC83FA066,1983-02-11,"WICHITA, KS",United States,,,3KM,COLONEL JAMES JABARA,Non-Fatal,Destroyed,,N8981C,Piper,PA-28R-200,No,1,Reciprocating,,,Business,,0,2,0,0,IMC,Approach,Probable Cause,
20001214X42204,Accident,FTW83LA113,1983-02-11,"GEORGE WEST, TX",United States,,,,HAVANA MATERIALS,Non-Fatal,Destroyed,,N737PT,Cessna,R182,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42180,Accident,DEN83LA057,1983-02-11,"BURLINGTON, CO",United States,,,3V1,BURLINGTON MUNI.,Non-Fatal,Destroyed,,N94618,Cessna,182Q,No,1,Reciprocating,,,Business,,0,0,1,2,VMC,Go-around,Probable Cause,
20001214X42308,Accident,SEA83LA055,1983-02-11,"NEAR KENT, WA",United States,,,S36,CREST AIRPORT,Non-Fatal,Substantial,,N25320,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Descent,Probable Cause,
20001214X42240,Accident,LAX83LA101,1983-02-11,"AVENAL, CA",United States,,,,,Non-Fatal,Substantial,,N728Y,Grumman,G164,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42202,Accident,FTW83LA111,1983-02-11,"PLAINVIEW, TX",United States,,,PVW,MALE COUNTY,Non-Fatal,Substantial,,N1264R,Bellanca,14-19-3A,No,1,Reciprocating,,,Personal,,0,1,0,1,VMC,Standing,Probable Cause,
20001214X42200,Accident,FTW83LA109,1983-02-11,"HOUSTON, TX",United States,,,HOU,HOBBY,Non-Fatal,Substantial,,N111PT,Swearingen,SA-26T,No,2,Turbo Prop,,,Business,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42158,Accident,CHI83LA107,1983-02-11,"MAUSTON, WI",United States,,,,,Non-Fatal,Substantial,,N6126T,Cessna,150,No,1,Reciprocating,,,Personal,,0,2,0,0,VMC,Maneuvering,Probable Cause,
20001214X42125,Accident,ATL83LA101,1983-02-11,"TALLADEGA, AL",United States,,,ASN,TALLADEGA MUNICIPAL,Non-Fatal,Substantial,,N1461G,Beech,H18,Yes,2,Reciprocating,,NSCH,Unknown,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X42258,Accident,MIA83FA072,1983-02-11,SAN JUAN,Puerto Rico,,,SIG,ISLA GRANDE,Fatal(1),Destroyed,,N5627Y,Piper,PA-23-250,No,2,Reciprocating,,,Business,,1,0,0,0,VMC,Takeoff,Probable Cause,
20001214X42259,Accident,MIA83FA073,1983-02-12,"ASTATULA, FL",United States,,,,,Fatal(2),Destroyed,,N4320C,Aeronca,7EC,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,Maneuvering,Probable Cause,
20001214X42175,Accident,DEN83FA058,1983-02-12,"N. WINTER PARK, CO",United States,,,,,Fatal(1),Destroyed,,N28TW,North American,T-28A,No,1,Reciprocating,,,Personal,,1,1,0,0,VMC,Maneuvering,Probable Cause,
20001214X42145,Accident,CHI83FA108,1983-02-12,"REEDSBURG, WI",United States,,,C35,REEDSBURG,Fatal(2),Destroyed,,N5277X,Champion,7KCAB,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,Approach,Probable Cause,
20001214X42269,Accident,MIA83LA076,1983-02-12,"NAPLES, FL",United States,,,APF,NAPLES,Non-Fatal,Substantial,,N2302L,Beech,23,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,
20001214X42228,Accident,LAX83FA100,1983-02-12,"TUCSON, AZ",United States,,,TUC,TUCSON INTERNATIONAL,Non-Fatal,Substantial,,N4160D,Helio,H-395,No,1,Reciprocating,,,Personal,,0,0,0,5,VMC,Landing,Probable Cause,
20001214X42208,Accident,FTW83LA118,1983-02-12,"LUBBOCK, TX",United States,,,F82,TOWN & COUNTRY,Non-Fatal,Substantial,,N5283P,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Approach,Probable Cause,
20001214X42207,Accident,FTW83LA116,1983-02-12,"GAINESVILLE, TX",United States,,,GLE,GAINESVILLE,Non-Fatal,Substantial,,N1687Q,Cessna,150L,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Takeoff,Probable Cause,
20001214X42205,Accident,FTW83LA114,1983-02-12,"TYLER, TX",United States,,,TYR,POUNDS FIELD,Non-Fatal,Substantial,,N5345M,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42203,Accident,FTW83LA112,1983-02-12,"LITTLEFIELD, TX",United States,,,Q00,LITTLEFIELD,Non-Fatal,Substantial,,N14Y,Pratt-read,PRG-1,No,,Unknown,,,Instructional,,0,0,0,1,VMC,Cruise,Probable Cause,
20001214X42162,Accident,CHI83LA112,1983-02-12,"THREE OAKS, MI",United States,,,39C,OSELKA,Non-Fatal,Substantial,,N6487W,Piper,PA28-140,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Approach,Probable Cause,
20001214X42161,Accident,CHI83LA111,1983-02-12,"WORTHINGTON, MN",United States,,,,,Non-Fatal,Substantial,,N50567,Cessna,150,No,1,Reciprocating,,,Personal,,0,0,0,1,IMC,Cruise,Probable Cause,
20001214X42160,Accident,CHI83LA110,1983-02-12,"ST. CLOUD, MN",United States,,,STC,ST. CLOUD,Non-Fatal,Substantial,,N93214,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,
20001214X42159,Accident,CHI83LA109,1983-02-12,"CALUMETVILLE, WI",United States,,,,,Non-Fatal,Substantial,,N11454,Cessna,150,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001214X42126,Accident,ATL83LA102,1983-02-12,"MARIETTA, GA",United States,,,8A4,MCCOLLOM,Non-Fatal,Substantial,,N201MD,Mooney,M20J,No,1,Reciprocating,,,Instructional,,0,0,0,3,VMC,Landing,Probable Cause,
20001214X42122,Accident,ATL83LA097,1983-02-12,"HAMPTON, SC",United States,,,3J0,HAMPTON-VARNVILLE,Non-Fatal,Substantial,,N40863,Piper,PA-28R-200,No,1,Reciprocating,,,Business,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42103,Accident,ANC83FAG04,1983-02-12,"ILIAMNA, AK",United States,,,,,Non-Fatal,Substantial,,N7G,Cessna,140,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42260,Accident,MIA83FA074,1983-02-13,"WINTER HAVEN, FL",United States,,,GIF,GILBERT,Fatal(2),Destroyed,,N81416,Rockwell,690A,No,2,Turbo Prop,,,Personal,,2,1,0,0,IMC,Takeoff,Probable Cause,
20001214X42146,Accident,CHI83FA114,1983-02-13,"INDIANAPOLIS, IN",United States,,,IND,INDIANAPOLIS,Non-Fatal,Destroyed,,N8278T,Piper,PA-44-180T,No,2,Reciprocating,,,Business,,0,1,2,0,IMC,Go-around,Probable Cause,
20001214X42235,Accident,LAX83FUG19,1983-02-13,"HEMET, CA",United States,,,HMT,HEMET-RYAN,Non-Fatal,Substantial,,N71RJ,Homebuilt,GYPSY HAWK,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42227,Accident,LAX83FA099,1983-02-13,"NOGALES, AZ",United States,,,,,Non-Fatal,Substantial,,N50586,Cessna,150J,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Cruise,Probable Cause,
20001214X42201,Accident,FTW83LA110,1983-02-13,"HENNESSEY, OK",United States,,,,,Non-Fatal,Substantial,,N1139C,Piper,PA-22,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Approach,Probable Cause,
20001214X42178,Accident,DEN83FTE06,1983-02-13,"ERIE, CO",United States,,,48V,TRI-COUNTY,Non-Fatal,Substantial,,N59JT,John Tylenda,QUICKIE,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
